id,journal_text,ambience_type,duration_min,sleep_hours,energy_level,stress_level,time_of_day,previous_day_mood,face_emotion_hint,reflection_quality,emotional_state,intensity,face_missing,mood_missing,sleep_missing,time_enc,quality_enc,amb_cafe,amb_forest,amb_mountain,amb_ocean,amb_rain,face_enc,mood_enc,sleep_deficit,low_sleep_flag,stress_energy_ratio,stress_energy_product,net_wellbeing,contradiction_flag,productivity_proxy,text_len,text_quality_flag,text_clean
286,honestly the session passed quietly but it didn't last long.,ocean,25,6.0,1,4,afternoon,focused,happy_face,conflicted,neutral,4,0,0,0,2,1,False,False,False,True,False,1,1,2.0,0,3.9603960396039604,4,-3,0,6.234413965087282,10,0,honestly the session passed quietly but it didn t last long
287,i noticed i couldn't relax much before moving on.,mountain,10,6.0,1,3,afternoon,neutral,tired_face,conflicted,overwhelmed,4,0,0,0,2,1,False,False,True,False,False,5,3,2.0,0,2.9702970297029703,3,-2,0,3.322259136212625,9,0,i noticed i couldn t relax much before moving on
288,At first things felt ordinary and I just observed it.,cafe,18,4.0,4,5,afternoon,overwhelmed,none,clear,neutral,3,0,0,0,2,2,True,False,False,False,False,3,4,4.0,1,1.2468827930174564,20,-1,1,14.371257485029941,10,0,at first things felt ordinary and i just observed it
289,During the session things felt more peaceful and I just observed it.,mountain,10,5.0,5,3,night,focused,neutral_face,clear,calm,1,0,0,0,4,2,False,False,True,False,False,2,1,3.0,0,0.5988023952095809,15,2,0,16.611295681063122,12,0,during the session things felt more peaceful and i just observed it
290,At one point the session passed quietly for a moment.,rain,12,8.0,3,5,morning,focused,tired_face,clear,neutral,3,0,0,0,1,2,False,False,False,False,True,5,1,0.0,0,1.6611295681063125,15,-2,0,7.185628742514971,10,0,at one point the session passed quietly for a moment
291,Strangely I felt a little calmer but still distracted but it didn't last long.,ocean,20,7.0,4,2,evening,mixed,tired_face,clear,mixed,1,0,0,0,3,2,False,False,False,True,False,5,2,1.0,0,0.49875311720698257,8,2,0,39.800995024875625,14,0,strangely i felt a little calmer but still distracted but it didn t last long
292,During the session the pressure didn't really go away before moving on. ...,cafe,25,4.0,4,3,morning,neutral,tired_face,clear,overwhelmed,4,0,0,0,1,2,True,False,False,False,False,5,3,4.0,1,0.7481296758104738,12,1,0,33.222591362126245,13,0,during the session the pressure didn t really go away before moving on
293,During the session I kept thinking about other tasks even if only briefly.,rain,12,4.0,1,1,night,calm,neutral_face,vague,restless,4,0,0,0,4,0,False,False,False,False,True,2,0,4.0,1,0.9900990099009901,1,0,0,11.881188118811881,13,0,during the session i kept thinking about other tasks even if only briefly
294,by the end my thoughts felt lighter and i wasn't expecting that.,mountain,20,6.0,3,1,evening,mixed,neutral_face,clear,calm,4,0,0,0,3,2,False,False,True,False,False,2,2,2.0,0,0.33222591362126247,3,2,0,59.40594059405941,12,0,by the end my thoughts felt lighter and i wasn t expecting that
295,By teh end it helped slightly but not completely and I just observed it.,rain,10,8.0,2,5,night,calm,none,vague,mixed,1,1,0,0,4,0,False,False,False,False,True,3,0,0.0,0,2.4875621890547266,10,-3,0,3.9920159680638725,14,0,by teh end it helped slightly but not completely and i just observed it
296,Honestly everything still felt heavy so I sat with that feeling.,ocean,12,6.0,3,2,night,focused,none,clear,overwhelmed,1,0,0,0,4,2,False,False,False,True,False,3,1,2.0,0,0.6644518272425249,6,1,0,17.910447761194032,11,0,honestly everything still felt heavy so i sat with that feeling
297,After a few minutes things felt ordinary but it didn't last long.,cafe,10,7.0,5,4,afternoon,calm,neutral_face,clear,neutral,5,0,0,0,2,2,True,False,False,False,False,2,0,1.0,0,0.7984031936127745,20,1,1,12.468827930174564,12,0,after a few minutes things felt ordinary but it didn t last long
298,For some reason it helped slightly but not completely though I'm not sure why.,mountain,10,8.0,5,5,evening,mixed,none,conflicted,mixed,3,1,0,0,3,1,False,False,True,False,False,3,2,0.0,0,0.9980039920159681,25,0,1,9.980039920159681,14,0,for some reason it helped slightly but not completely though i m not sure why
299,Gradually my attention improved so I sat with that feeling. ...,cafe,25,5.0,4,4,morning,focused,happy_face,clear,focused,5,0,0,0,1,2,True,False,False,False,False,1,1,3.0,0,0.9975062344139651,16,0,1,24.93765586034913,11,0,gradually my attention improved so i sat with that feeling
300,For some reason my thoughts felt lighter and I tried to notice it.,rain,20,5.0,4,1,morning,neutral,none,vague,calm,2,1,0,0,1,0,False,False,False,False,True,3,3,3.0,0,0.24937655860349128,4,3,0,79.20792079207921,13,0,for some reason my thoughts felt lighter and i tried to notice it
301,I noticed the tension eased a bit and I wasn't expecting that.,forest,20,7.0,1,5,afternoon,restless,none,clear,calm,5,1,0,0,2,2,False,True,False,False,False,3,5,1.0,0,4.9504950495049505,5,-4,0,3.9920159680638725,12,0,i noticed the tension eased a bit and i wasn t expecting that
302,At one point I could finally concentrate and I tried to notice it.,ocean,20,4.0,3,4,afternoon,calm,tired_face,clear,focused,4,0,0,0,2,2,False,False,False,True,False,5,0,4.0,1,1.3289036544850499,12,-1,0,14.962593516209477,13,0,at one point i could finally concentrate and i tried to notice it
303,after a few minutes the session passed quietly but it didn't last long.,cafe,10,7.0,3,5,evening,focused,none,vague,neutral,1,0,0,0,3,0,True,False,False,False,False,3,1,1.0,0,1.6611295681063125,15,-2,0,5.9880239520958085,13,0,after a few minutes the session passed quietly but it didn t last long
304,i noticed things felt more peaceful even if only briefly.,rain,8,7.0,4,5,evening,calm,happy_face,clear,calm,3,0,0,0,3,2,False,False,False,False,True,1,0,1.0,0,1.2468827930174564,20,-1,1,6.387225548902196,10,0,i noticed things felt more peaceful even if only briefly
305,At first my attention improved and I just observed it. ...,rain,25,4.0,2,1,night,restless,neutral_face,clear,focused,1,0,0,0,4,2,False,False,False,False,True,2,5,4.0,1,0.49751243781094534,2,1,0,49.504950495049506,11,0,at first my attention improved and i just observed it
306,By the end the session passed quietly so I sat with that feeling.,mountain,8,8.0,3,1,morning,focused,happy_face,clear,neutral,4,0,0,0,1,2,False,False,True,False,False,1,1,0.0,0,0.33222591362126247,3,2,0,23.762376237623762,13,0,by the end the session passed quietly so i sat with that feeling
307,during the session things felt more peaceful though i'm not sure why.,mountain,12,8.0,3,5,afternoon,overwhelmed,tired_face,clear,calm,5,0,0,0,2,2,False,False,True,False,False,5,4,0.0,0,1.6611295681063125,15,-2,0,7.185628742514971,12,0,during the session things felt more peaceful though i m not sure why
308,After a few minutes I organized my ideas better which surprised me.,ocean,8,6.0,1,4,evening,calm,neutral_face,vague,focused,4,0,0,0,3,0,False,False,False,True,False,2,0,2.0,0,3.9603960396039604,4,-3,0,1.9950124688279303,12,0,after a few minutes i organized my ideas better which surprised me
309,During the session my breathing slowed down which surprised me.,ocean,20,6.0,4,1,morning,neutral,tired_face,clear,calm,5,0,0,0,1,2,False,False,False,True,False,5,3,2.0,0,0.24937655860349128,4,3,0,79.20792079207921,10,0,during the session my breathing slowed down which surprised me
310,I noticed it felt like a normal moment so I sat with that feeling.,forest,15,6.0,3,4,evening,focused,none,clear,neutral,2,1,0,0,3,2,False,True,False,False,False,3,1,2.0,0,1.3289036544850499,12,-1,0,11.221945137157109,14,0,i noticed it felt like a normal moment so i sat with that feeling
311,Strangely nothing really changed but it didn't last long.,forest,12,5.0,4,3,night,restless,calm_face,clear,neutral,3,0,0,0,4,2,False,True,False,False,False,0,5,3.0,0,0.7481296758104738,12,1,0,15.9468438538206,9,0,strangely nothing really changed but it didn t last long
312,after a few minutes i felt a little calmer but still distracted though i'm not sure why.,cafe,15,8.0,1,3,evening,focused,none,vague,mixed,4,1,0,0,3,0,True,False,False,False,False,3,1,0.0,0,2.9702970297029703,3,-2,0,4.983388704318937,17,0,after a few minutes i felt a little calmer but still distracted though i m not sure why
313,by the end nothing really changed before moving on.,cafe,8,5.0,2,2,night,restless,none,clear,neutral,5,0,0,0,4,2,True,False,False,False,False,3,5,3.0,0,0.9950248756218907,4,0,0,7.9601990049751254,9,0,by the end nothing really changed before moving on
314,at first nothing really changed and i just observed it.,rain,8,6.0,1,1,night,calm,happy_face,vague,neutral,4,0,0,0,4,0,False,False,False,False,True,1,0,2.0,0,0.9900990099009901,1,0,0,7.920792079207921,10,0,at first nothing really changed and i just observed it
315,I noticed I couldn't relax much but it didn't last long.,forest,15,5.0,1,5,afternoon,mixed,tired_face,conflicted,overwhelmed,4,0,0,0,2,1,False,True,False,False,False,5,2,3.0,0,4.9504950495049505,5,-4,0,2.9940119760479043,11,0,i noticed i couldn t relax much but it didn t last long
316,During the session my mind became quiet but it didn't last long.,forest,10,8.0,1,4,evening,overwhelmed,tired_face,vague,calm,5,0,0,0,3,0,False,True,False,False,False,5,4,0.0,0,3.9603960396039604,4,-3,0,2.493765586034913,12,0,during the session my mind became quiet but it didn t last long
317,i noticed the session passed quietly but it didn't last long. ...,rain,25,6.0,1,4,evening,neutral,neutral_face,clear,neutral,2,0,0,0,3,2,False,False,False,False,True,2,3,2.0,0,3.9603960396039604,4,-3,0,6.234413965087282,12,0,i noticed the session passed quietly but it didn t last long
318,During the session my mood shifted back and forth which surprised me.,ocean,25,7.0,3,2,afternoon,focused,none,conflicted,mixed,3,0,0,0,2,1,False,False,False,True,False,3,1,1.0,0,0.6644518272425249,6,1,0,37.3134328358209,12,0,during the session my mood shifted back and forth which surprised me
319,for some reason things felt ordinary for a moment.,forest,25,7.0,5,3,afternoon,overwhelmed,none,clear,neutral,2,1,0,0,2,2,False,True,False,False,False,3,4,1.0,0,0.5988023952095809,15,2,0,41.52823920265781,9,0,for some reason things felt ordinary for a moment
320,after a few minutes things felt ordinary before moving on.,ocean,10,6.0,2,3,morning,calm,none,clear,neutral,1,0,0,0,1,2,False,False,False,True,False,3,0,2.0,0,1.492537313432836,6,-1,0,6.64451827242525,10,0,after a few minutes things felt ordinary before moving on
321,At first the session passed quietly and I tried to notice it.,rain,10,7.0,4,3,afternoon,mixed,none,conflicted,neutral,3,0,0,0,2,1,False,False,False,False,True,3,2,1.0,0,0.7481296758104738,12,1,0,13.2890365448505,12,0,at first the session passed quietly and i tried to notice it
322,Strangely I organized my ideas better and I wasn't expecting that.,cafe,8,8.0,4,5,morning,focused,happy_face,clear,focused,5,0,0,0,1,2,True,False,False,False,False,1,1,0.0,0,1.2468827930174564,20,-1,1,6.387225548902196,11,0,strangely i organized my ideas better and i wasn t expecting that
323,Strangely things felt more peaceful and I just observed it.,mountain,8,6.0,4,1,evening,focused,calm_face,vague,calm,3,0,0,0,3,0,False,False,True,False,False,0,1,2.0,0,0.24937655860349128,4,3,0,31.683168316831683,10,0,strangely things felt more peaceful and i just observed it
324,After a few minutes my mind became quiet before moving on.,forest,15,7.0,3,5,night,calm,happy_face,conflicted,calm,2,0,0,0,4,1,False,True,False,False,False,1,0,1.0,0,1.6611295681063125,15,-2,0,8.982035928143713,11,0,after a few minutes my mind became quiet before moving on
325,at first my thoughts became clearer and i wasn't expecting that.,mountain,12,5.0,4,2,morning,neutral,calm_face,vague,focused,5,0,0,0,1,0,False,False,True,False,False,0,3,3.0,0,0.49875311720698257,8,2,0,23.880597014925375,11,0,at first my thoughts became clearer and i wasn t expecting that
326,After a few minutes I didn't notice strong emotions but it didn't last long. ...,mountain,12,5.0,2,4,evening,mixed,neutral_face,clear,neutral,1,0,0,0,3,2,False,False,True,False,False,2,2,3.0,0,1.9900497512437814,8,-2,0,5.985037406483791,15,0,after a few minutes i didn t notice strong emotions but it didn t last long
327,at one point i couldn't relax much but it didn't last long. ...,cafe,25,8.0,4,2,morning,calm,none,vague,overwhelmed,1,0,0,0,1,0,True,False,False,False,False,3,0,0.0,0,0.49875311720698257,8,2,0,49.75124378109453,13,0,at one point i couldn t relax much but it didn t last long
328,During the session I couldn't relax much before moving on. ...,forest,18,7.0,2,3,night,restless,calm_face,vague,overwhelmed,4,0,0,0,4,0,False,True,False,False,False,0,5,1.0,0,1.492537313432836,6,-1,0,11.960132890365449,11,0,during the session i couldn t relax much before moving on
329,by the end the pressure didn't really go away for a moment.,rain,8,6.0,5,4,afternoon,neutral,none,vague,overwhelmed,5,1,0,0,2,0,False,False,False,False,True,3,3,2.0,0,0.7984031936127745,20,1,1,9.975062344139651,12,0,by the end the pressure didn t really go away for a moment
330,Honestly I felt mentally drained so I sat with that feeling.,cafe,20,4.0,5,5,afternoon,calm,tired_face,clear,overwhelmed,2,0,0,0,2,2,True,False,False,False,False,5,0,4.0,1,0.9980039920159681,25,0,1,19.960079840319363,11,0,honestly i felt mentally drained so i sat with that feeling
331,strangely my thoughts became clearer and i tried to notice it.,ocean,25,5.0,5,3,evening,mixed,calm_face,clear,focused,4,0,0,0,3,2,False,False,False,True,False,0,2,3.0,0,0.5988023952095809,15,2,0,41.52823920265781,11,0,strangely my thoughts became clearer and i tried to notice it
332,At one point the session passed quietly and I wasn't expecting that. ...,mountain,20,8.0,5,5,night,calm,neutral_face,conflicted,neutral,5,0,0,0,4,1,False,False,True,False,False,2,0,0.0,0,0.9980039920159681,25,0,1,19.960079840319363,13,0,at one point the session passed quietly and i wasn t expecting that
333,At first things felt ordinary and I just observed it.,forest,15,6.0,4,4,night,calm,tired_face,clear,neutral,5,0,0,0,4,2,False,True,False,False,False,5,0,2.0,0,0.9975062344139651,16,0,1,14.962593516209477,10,0,at first things felt ordinary and i just observed it
334,After a few minutes I didn't notice strong emotions though I'm not sure why.,mountain,12,6.0,1,3,evening,restless,tired_face,conflicted,neutral,1,0,0,0,3,1,False,False,True,False,False,5,5,2.0,0,2.9702970297029703,3,-2,0,3.98671096345515,14,0,after a few minutes i didn t notice strong emotions though i m not sure why
335,During the session I organized my ideas better though I'm not sure why.,ocean,10,7.0,2,4,night,neutral,calm_face,conflicted,focused,2,0,0,0,4,1,False,False,False,True,False,0,3,1.0,0,1.9900497512437814,8,-2,0,4.987531172069826,13,0,during the session i organized my ideas better though i m not sure why
336,At one point my mind became quiet but it didn't last long.,rain,10,5.0,2,1,afternoon,calm,tense_face,conflicted,calm,2,0,0,0,2,1,False,False,False,False,True,4,0,3.0,0,0.49751243781094534,2,1,0,19.801980198019802,12,0,at one point my mind became quiet but it didn t last long
337,Honestly I felt distracted and I tried to notice it. ...,rain,12,7.0,5,4,afternoon,overwhelmed,tense_face,vague,restless,2,0,0,0,2,0,False,False,False,False,True,4,4,1.0,0,0.7984031936127745,20,1,1,14.962593516209477,11,0,honestly i felt distracted and i tried to notice it
338,during the session my mind kept wandering and i tried to notice it.,forest,10,5.0,2,2,evening,mixed,calm_face,conflicted,restless,1,0,0,0,3,1,False,True,False,False,False,0,2,3.0,0,0.9950248756218907,4,0,0,9.950248756218906,13,0,during the session my mind kept wandering and i tried to notice it
339,Strangely I felt mentally drained which surprised me.,ocean,20,6.0,4,4,evening,overwhelmed,tired_face,vague,overwhelmed,5,0,0,0,3,0,False,False,False,True,False,5,4,2.0,0,0.9975062344139651,16,0,1,19.950124688279303,8,0,strangely i felt mentally drained which surprised me
340,Gradually nothing really changed which surprised me.,mountain,12,8.0,5,5,evening,restless,tired_face,clear,neutral,3,0,0,0,3,2,False,False,True,False,False,5,5,0.0,0,0.9980039920159681,25,0,1,11.976047904191617,7,0,gradually nothing really changed which surprised me
341,during the session i kept thinking about other tasks and i wasn't expecting that.,rain,8,8.0,4,3,afternoon,mixed,none,vague,restless,3,1,0,0,2,0,False,False,False,False,True,3,2,0.0,0,0.7481296758104738,12,1,0,10.631229235880399,14,0,during the session i kept thinking about other tasks and i wasn t expecting that
342,I noticed my thoughts were jumping around which surprised me.,mountain,12,5.0,5,4,evening,neutral,neutral_face,conflicted,restless,5,0,0,0,3,1,False,False,True,False,False,2,3,3.0,0,0.7984031936127745,20,1,1,14.962593516209477,10,0,i noticed my thoughts were jumping around which surprised me
343,At first I organized my ideas better but it didn't last long.,rain,10,6.0,1,2,evening,focused,tense_face,vague,focused,3,0,0,0,3,0,False,False,False,False,True,4,1,2.0,0,1.9801980198019802,2,-1,0,4.975124378109453,12,0,at first i organized my ideas better but it didn t last long
344,Gradually I kept thinking about other tasks before moving on.,rain,18,8.0,5,1,night,focused,none,vague,restless,5,0,0,0,4,0,False,False,False,False,True,3,1,0.0,0,0.1996007984031936,5,4,0,89.10891089108911,10,0,gradually i kept thinking about other tasks before moving on
345,After a few minutes I couldn't sit still mentally but it didn't last long.,mountain,15,5.0,3,2,morning,overwhelmed,neutral_face,vague,restless,1,0,0,0,1,0,False,False,True,False,False,2,4,3.0,0,0.6644518272425249,6,1,0,22.38805970149254,14,0,after a few minutes i couldn t sit still mentally but it didn t last long
346,During the session my thoughts felt lighter but it didn't last long.,mountain,25,4.0,2,5,night,mixed,tired_face,vague,calm,4,0,0,0,4,0,False,False,True,False,False,5,2,4.0,1,2.4875621890547266,10,-3,0,9.980039920159681,12,0,during the session my thoughts felt lighter but it didn t last long
347,At one point my thoughts felt lighter though I'm not sure why.,forest,18,5.0,1,1,afternoon,focused,tense_face,vague,calm,2,0,0,0,2,0,False,True,False,False,False,4,1,3.0,0,0.9900990099009901,1,0,0,17.821782178217823,12,0,at one point my thoughts felt lighter though i m not sure why
348,at one point the tension eased a bit and i wasn't expecting that.,mountain,12,7.0,5,5,evening,overwhelmed,neutral_face,vague,calm,4,0,0,0,3,0,False,False,True,False,False,2,4,1.0,0,0.9980039920159681,25,0,1,11.976047904191617,13,0,at one point the tension eased a bit and i wasn t expecting that
349,Strangely my thoughts were jumping around which surprised me.,ocean,20,4.0,5,5,afternoon,calm,none,clear,restless,4,0,0,0,2,2,False,False,False,True,False,3,0,4.0,1,0.9980039920159681,25,0,1,19.960079840319363,9,0,strangely my thoughts were jumping around which surprised me
350,At one point my mood shifted back and forth which surprised me.,rain,25,4.0,1,1,night,overwhelmed,happy_face,vague,mixed,4,0,0,0,4,0,False,False,False,False,True,1,4,4.0,1,0.9900990099009901,1,0,0,24.752475247524753,12,0,at one point my mood shifted back and forth which surprised me
351,By teh end part of me relaxed while anotehr part stayed busy and I wasn't expecting that.,ocean,18,8.0,2,4,morning,neutral,calm_face,vague,mixed,1,0,0,0,1,0,False,False,False,True,False,0,3,0.0,0,1.9900497512437814,8,-2,0,8.977556109725686,17,0,by teh end part of me relaxed while anotehr part stayed busy and i wasn t expecting that
352,By the end the tension eased a bit so I sat with that feeling.,mountain,12,7.0,3,2,morning,neutral,neutral_face,conflicted,calm,4,0,0,0,1,1,False,False,True,False,False,2,3,1.0,0,0.6644518272425249,6,1,0,17.910447761194032,14,0,by the end the tension eased a bit so i sat with that feeling
353,After a few minutes my mind kept wandering and I just observed it.,ocean,10,4.0,5,1,morning,restless,tired_face,vague,restless,3,0,0,0,1,0,False,False,False,True,False,5,5,4.0,1,0.1996007984031936,5,4,0,49.504950495049506,13,0,after a few minutes my mind kept wandering and i just observed it
354,At first my mind felt crowded which surprised me.,forest,15,4.0,1,1,morning,focused,neutral_face,vague,overwhelmed,3,0,0,0,1,0,False,True,False,False,False,2,1,4.0,1,0.9900990099009901,1,0,0,14.851485148514852,9,0,at first my mind felt crowded which surprised me
355,During the session everything still felt heavy though I'm not sure why.,cafe,15,6.0,4,4,night,mixed,neutral_face,clear,overwhelmed,2,0,0,0,4,2,True,False,False,False,False,2,2,2.0,0,0.9975062344139651,16,0,1,14.962593516209477,12,0,during the session everything still felt heavy though i m not sure why
356,Strangely part of me relaxed while another part stayed busy and I tried to notice it.,forest,15,5.0,5,4,evening,neutral,none,conflicted,mixed,2,1,0,0,3,1,False,True,False,False,False,3,3,3.0,0,0.7984031936127745,20,1,1,18.703241895261847,16,0,strangely part of me relaxed while another part stayed busy and i tried to notice it
357,at first i couldn't relax much before moving on.,mountain,20,8.0,5,5,afternoon,mixed,happy_face,conflicted,overwhelmed,5,0,0,0,2,1,False,False,True,False,False,1,2,0.0,0,0.9980039920159681,25,0,1,19.960079840319363,9,0,at first i couldn t relax much before moving on
358,By the end my mind became quiet though I'm not sure why.,mountain,25,8.0,5,1,morning,mixed,happy_face,vague,calm,4,0,0,0,1,0,False,False,True,False,False,1,2,0.0,0,0.1996007984031936,5,4,0,123.76237623762376,12,0,by the end my mind became quiet though i m not sure why
359,Honestly I could finally concentrate so I sat with that feeling.,forest,18,7.0,4,2,morning,overwhelmed,happy_face,vague,focused,1,0,0,0,1,0,False,True,False,False,False,1,4,1.0,0,0.49875311720698257,8,2,0,35.820895522388064,11,0,honestly i could finally concentrate so i sat with that feeling
360,For some reason everything still felt heavy before moving on.,mountain,8,8.0,5,1,morning,neutral,none,vague,overwhelmed,5,0,0,0,1,0,False,False,True,False,False,3,3,0.0,0,0.1996007984031936,5,4,0,39.603960396039604,10,0,for some reason everything still felt heavy before moving on
361,Honestly the session passed quietly though I'm not sure why.,ocean,12,8.0,5,5,night,mixed,none,vague,neutral,1,0,0,0,4,0,False,False,False,True,False,3,2,0.0,0,0.9980039920159681,25,0,1,11.976047904191617,10,0,honestly the session passed quietly though i m not sure why
362,After a few minutes things felt more peaceful though I'm not sure why.,ocean,18,6.0,1,1,afternoon,overwhelmed,none,conflicted,calm,4,0,0,0,2,1,False,False,False,True,False,3,4,2.0,0,0.9900990099009901,1,0,0,17.821782178217823,13,0,after a few minutes things felt more peaceful though i m not sure why
363,gradually my thoughts felt lighter so i sat with that feeling.,rain,25,5.0,3,1,night,calm,none,conflicted,calm,1,0,0,0,4,1,False,False,False,False,True,3,0,3.0,0,0.33222591362126247,3,2,0,74.25742574257426,11,0,gradually my thoughts felt lighter so i sat with that feeling
364,Gradually I felt mentally drained but it didn't last long.,mountain,18,7.0,5,4,afternoon,mixed,none,clear,overwhelmed,1,0,0,0,2,2,False,False,True,False,False,3,2,1.0,0,0.7984031936127745,20,1,1,22.443890274314217,10,0,gradually i felt mentally drained but it didn t last long
365,Gradually the pressure didn't really go away even if only briefly.,cafe,20,5.0,3,4,evening,restless,neutral_face,clear,overwhelmed,4,0,0,0,3,2,True,False,False,False,False,2,5,3.0,0,1.3289036544850499,12,-1,0,14.962593516209477,11,0,gradually the pressure didn t really go away even if only briefly
366,During the session things felt ordinary though I'm not sure why.,cafe,10,5.0,5,3,evening,mixed,none,conflicted,neutral,2,0,0,0,3,1,True,False,False,False,False,3,2,3.0,0,0.5988023952095809,15,2,0,16.611295681063122,11,0,during the session things felt ordinary though i m not sure why
367,For some reason nothing really changed though I'm not sure why.,cafe,20,7.0,5,3,night,calm,calm_face,vague,neutral,2,0,0,0,4,0,True,False,False,False,False,0,0,1.0,0,0.5988023952095809,15,2,0,33.222591362126245,11,0,for some reason nothing really changed though i m not sure why
368,By the end things felt more peaceful but it didn't last long.,forest,8,6.0,2,5,morning,restless,calm_face,conflicted,calm,5,0,0,0,1,1,False,True,False,False,False,0,5,2.0,0,2.4875621890547266,10,-3,0,3.193612774451098,12,0,by the end things felt more peaceful but it didn t last long
369,I noticed I started planning my day even if only briefly.,cafe,20,4.0,4,4,night,mixed,happy_face,clear,focused,1,0,0,0,4,2,True,False,False,False,False,1,2,4.0,1,0.9975062344139651,16,0,1,19.950124688279303,11,0,i noticed i started planning my day even if only briefly
370,By the end my mood shifted back and forth before moving on.,rain,20,6.0,5,5,afternoon,mixed,tense_face,vague,mixed,2,0,0,0,2,0,False,False,False,False,True,4,2,2.0,0,0.9980039920159681,25,0,1,19.960079840319363,12,0,by the end my mood shifted back and forth before moving on
371,strangely i felt a little calmer but still distracted even if only briefly.,forest,12,5.0,2,5,evening,calm,none,clear,mixed,1,0,0,0,3,2,False,True,False,False,False,3,0,3.0,0,2.4875621890547266,10,-3,0,4.790419161676647,13,0,strangely i felt a little calmer but still distracted even if only briefly
372,Gradually my thoughts became clearer for a moment.,rain,18,6.0,1,3,afternoon,focused,happy_face,clear,focused,4,0,0,0,2,2,False,False,False,False,True,1,1,2.0,0,2.9702970297029703,3,-2,0,5.980066445182724,8,0,gradually my thoughts became clearer for a moment
373,I noticed nothing really changed though I'm not sure why.,cafe,12,6.0,2,5,night,neutral,none,clear,neutral,1,0,0,0,4,2,True,False,False,False,False,3,3,2.0,0,2.4875621890547266,10,-3,0,4.790419161676647,10,0,i noticed nothing really changed though i m not sure why
374,Honestly I felt a little calmer but still distracted for a moment. ...,rain,12,7.0,1,4,evening,neutral,calm_face,conflicted,mixed,3,0,0,0,3,1,False,False,False,False,True,0,3,1.0,0,3.9603960396039604,4,-3,0,2.9925187032418954,13,0,honestly i felt a little calmer but still distracted for a moment
375,Honestly I didn't notice strong emotions which surprised me.,cafe,8,4.0,2,5,morning,mixed,none,conflicted,neutral,2,1,0,0,1,1,True,False,False,False,False,3,2,4.0,1,2.4875621890547266,10,-3,0,3.193612774451098,9,0,honestly i didn t notice strong emotions which surprised me
376,At first I felt a little calmer but still distracted even if only briefly.,mountain,15,4.0,2,1,night,mixed,calm_face,clear,mixed,1,0,0,0,4,2,False,False,True,False,False,0,2,4.0,1,0.49751243781094534,2,1,0,29.702970297029704,14,0,at first i felt a little calmer but still distracted even if only briefly
377,At one point my thoughts became clearer for a moment.,rain,15,7.0,4,3,morning,overwhelmed,happy_face,clear,focused,5,0,0,0,1,2,False,False,False,False,True,1,4,1.0,0,0.7481296758104738,12,1,0,19.93355481727575,10,0,at one point my thoughts became clearer for a moment
378,After a few minutes my breathing slowed down though I'm not sure why.,cafe,12,8.0,1,3,night,overwhelmed,none,clear,calm,4,0,0,0,4,2,True,False,False,False,False,3,4,0.0,0,2.9702970297029703,3,-2,0,3.98671096345515,13,0,after a few minutes my breathing slowed down though i m not sure why
379,By the end I started planning my day and I tried to notice it.,cafe,20,5.0,3,3,morning,neutral,neutral_face,clear,focused,1,0,0,0,1,2,True,False,False,False,False,2,3,3.0,0,0.9966777408637875,9,0,0,19.93355481727575,14,0,by the end i started planning my day and i tried to notice it
380,Gradually my mind became quiet even if only briefly.,cafe,20,6.0,2,4,afternoon,focused,happy_face,vague,calm,2,0,0,0,2,0,True,False,False,False,False,1,1,2.0,0,1.9900497512437814,8,-2,0,9.975062344139651,9,0,gradually my mind became quiet even if only briefly
381,Gradually my breathing slowed down even if only briefly.,ocean,8,6.0,1,2,night,restless,none,conflicted,calm,2,0,0,0,4,1,False,False,False,True,False,3,5,2.0,0,1.9801980198019802,2,-1,0,3.9800995024875627,9,0,gradually my breathing slowed down even if only briefly
382,Gradually my breathing slowed down so I sat with that feeling.,rain,12,8.0,2,5,evening,restless,neutral_face,clear,calm,3,0,0,0,3,2,False,False,False,False,True,2,5,0.0,0,2.4875621890547266,10,-3,0,4.790419161676647,11,0,gradually my breathing slowed down so i sat with that feeling
383,i noticed i could finally concentrate though i'm not sure why.,ocean,15,7.0,3,3,night,neutral,none,conflicted,focused,1,0,0,0,4,1,False,False,False,True,False,3,3,1.0,0,0.9966777408637875,9,0,0,14.950166112956811,11,0,i noticed i could finally concentrate though i m not sure why
384,At one point I couldn't sit still mentally and I wasn't expecting that.,ocean,8,8.0,1,5,night,neutral,calm_face,conflicted,restless,3,0,0,0,4,1,False,False,False,True,False,0,3,0.0,0,4.9504950495049505,5,-4,0,1.596806387225549,13,0,at one point i couldn t sit still mentally and i wasn t expecting that
385,Honestly it felt like a normal moment though I'm not sure why.,cafe,25,6.0,2,4,morning,overwhelmed,calm_face,conflicted,neutral,2,0,0,0,1,1,True,False,False,False,False,0,4,2.0,0,1.9900497512437814,8,-2,0,12.468827930174564,12,0,honestly it felt like a normal moment though i m not sure why
386,at one point it felt like a normal moment before moving on.,ocean,25,5.0,4,3,morning,focused,neutral_face,clear,neutral,3,0,0,0,1,2,False,False,False,True,False,2,1,3.0,0,0.7481296758104738,12,1,0,33.222591362126245,12,0,at one point it felt like a normal moment before moving on
387,After a few minutes I couldn't sit still mentally even if only briefly.,ocean,15,4.0,1,3,morning,mixed,none,vague,restless,3,0,0,0,1,0,False,False,False,True,False,3,2,4.0,1,2.9702970297029703,3,-2,0,4.983388704318937,13,0,after a few minutes i couldn t sit still mentally even if only briefly
